Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type
REC0363,2023-05-09,1002,1002,True,None,0,0.0,395,1,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone A,Evening,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0364,2023-02-11,624,575,False,Undercount,49,7.852564102564102,607,11,2,Basic,Pharmacy Staff,Medical Device,Therapeutic,Box,Shop Floor - Zone B,Evening,Tuesday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0365,2023-12-06,952,952,True,None,0,0.0,378,19,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone C,Afternoon,Tuesday,False,Medium,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0366,2023-07-11,2016,2016,True,None,0,0.0,1301,8,7,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Box,Storage Room - Medical Devices,Afternoon,Monday,False,High,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0367,2023-05-05,774,704,False,Undercount,70,9.043927648578812,466,10,1,Intermediate,Warehouse Team,Miscellaneous,Hygiene,Box,Storage Room - Drugs,Evening,Wednesday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0368,2023-06-18,5280,5280,True,None,0,0.0,3750,14,4,Basic,Pharmacy Staff,Drug,Prescription,Box,Shop Floor - Zone B,Morning,Saturday,False,High,Old Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0369,2023-07-07,26,24,False,Undercount,2,7.6923076923076925,32,20,2,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Warehouse - Shop Building Ground Floor,Morning,Thursday,False,High,Current Model,True,Normal,Normal,Manual Count,Ad-hoc Check,Warehouse
REC0370,2023-11-13,348,348,True,None,0,0.0,552,17,3,Intermediate,Warehouse Team,Drug,OTC,Box,Storage Room - Drugs,Afternoon,Friday,False,Low,Old Model,False,Normal,Weak,Manual Count,Ad-hoc Check,Storage
REC0371,2023-02-12,28,28,True,None,0,0.0,19,10,1,Intermediate,Warehouse Team,Miscellaneous,Supplements,Individual,Shop Floor - Zone A,Afternoon,Monday,False,High,Current Model,False,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor
REC0372,2023-10-03,1248,1173,False,Undercount,75,6.009615384615385,1647,20,2,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Bottle,Storage Room - Drugs,Afternoon,Saturday,False,Medium,Current Model,True,Normal,Weak,Manual Count,Ad-hoc Check,Storage
REC0373,2023-06-02,1384,1272,False,Undercount,112,8.092485549132949,1120,8,7,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Friday,False,Medium,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Warehouse
REC0374,2023-04-06,2076,2076,True,None,0,0.0,1142,8,7,Intermediate,Pharmacy Staff,Drug,Prescription,Box,Shop Floor - Zone B,Evening,Thursday,False,High,Old Model,False,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0375,2023-11-06,900,953,False,Overcount,53,5.888888888888888,650,8,7,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Storage Room - Medical Devices,Morning,Monday,False,Low,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0376,2023-07-22,6237,6237,True,None,0,0.0,4043,20,2,Basic,Pharmacy Staff,Drug,Controlled,Bottle,Shop Floor - Zone A,Afternoon,Saturday,False,Low,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor
REC0377,2023-11-10,24,24,True,None,0,0.0,29,19,5,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone C,Morning,Wednesday,False,High,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Shop Floor
REC0378,2023-04-22,191,191,True,None,0,0.0,82,16,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Tube,Shop Floor - Zone A,Morning,Friday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0379,2023-10-06,6270,6270,True,None,0,0.0,3987,14,4,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Bottle,Shop Floor - Zone B,Afternoon,Thursday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0380,2023-03-14,2769,2769,True,None,0,0.0,1144,2,4,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Shop Floor - Zone C,Afternoon,Monday,False,High,Current Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0381,2023-10-10,1440,1388,False,Undercount,52,3.6111111111111107,2059,11,2,Basic,Pharmacy Staff,Miscellaneous,First Aid,Bottle,Shop Floor - Zone B,Evening,Thursday,False,Low,Current Model,True,Normal,Strong,Manual Count,Regular Stock Check,Shop Floor
REC0382,2023-04-10,2260,2031,False,Undercount,229,10.132743362831858,2718,1,7,Intermediate,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Morning,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Storage
REC0383,2023-01-25,7852,7852,True,None,0,0.0,2843,12,6,Advanced,Warehouse Team,Drug,Controlled,Bottle,Shop Floor - Zone A,Afternoon,Monday,True,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0384,2023-01-14,2997,2997,True,None,0,0.0,4304,14,4,Basic,Pharmacy Staff,Miscellaneous,Supplements,Box,Shop Floor - Zone A,Evening,Friday,False,High,Old Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0385,2023-04-03,528,528,True,None,0,0.0,330,1,7,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Box,Storage Room - Medical Devices,Morning,Monday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0386,2023-05-08,31,31,True,None,0,0.0,15,1,7,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Shop Floor - Zone C,Morning,Monday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0387,2023-09-10,172,172,True,None,0,0.0,137,7,3,Advanced,Pharmacy Staff,Drug,Prescription,Tube,Shop Floor - Zone C,Evening,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0388,2023-08-10,7,7,True,None,0,0.0,10,1,7,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone A,Afternoon,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0389,2023-10-04,456,494,False,Overcount,38,8.333333333333332,493,20,2,Basic,Pharmacy Staff,Medical Device,Diagnostic,Box,Warehouse - Main Building 3rd Floor,Afternoon,Thursday,False,Low,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0390,2023-04-02,9280,9280,True,None,0,0.0,9187,19,5,Intermediate,Pharmacy Staff,Drug,Controlled,Bottle,Shop Floor - Zone A,Afternoon,Tuesday,False,Medium,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0391,2023-12-15,41,41,True,None,0,0.0,21,4,4,Intermediate,Warehouse Team,Medical Device,Monitoring,Individual,Shop Floor - Zone A,Morning,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0392,2023-12-05,40,40,True,None,0,0.0,54,15,3,Basic,Pharmacy Staff,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Evening,Monday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse
REC0393,2023-11-21,3738,3195,False,Undercount,543,14.526484751203853,3832,17,3,Intermediate,Warehouse Team,Miscellaneous,First Aid,Box,Warehouse - Shop Building Ground Floor,Morning,Monday,False,Medium,Current Model,False,Slow,Weak,Combined Method,Regular Stock Check,Warehouse
REC0394,2023-09-06,4092,4092,True,None,0,0.0,1774,3,4,Intermediate,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone C,Afternoon,Saturday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0395,2023-03-15,154,154,True,None,0,0.0,245,17,3,Intermediate,Warehouse Team,Medical Device,Monitoring,Blister Pack,Warehouse - Main Building 3rd Floor,Morning,Tuesday,False,Medium,Current Model,True,Slow,Weak,Manual Count,Regular Stock Check,Warehouse
REC0396,2023-08-14,833,833,True,None,0,0.0,476,7,3,Advanced,Pharmacy Staff,Medical Device,Therapeutic,Box,Shop Floor - Zone C,Morning,Friday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0397,2023-08-04,348,348,True,None,0,0.0,199,6,9,Intermediate,Team Leader,Medical Device,Diagnostic,Box,Storage Room - Medical Devices,Evening,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0398,2023-06-27,3080,3080,True,None,0,0.0,1394,5,14,Advanced,Pharmacy Staff,Miscellaneous,First Aid,Bottle,Shop Floor - Zone A,Afternoon,Friday,True,High,Current Model,True,Normal,Strong,Manual Count,Quarterly Stock-take,Shop Floor
REC0399,2023-07-05,3320,3320,True,None,0,0.0,1118,12,6,Advanced,Warehouse Team,Drug,Refrigerated,Bottle,Shop Floor - Zone A,Evening,Thursday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0400,2023-08-15,4551,4551,True,None,0,0.0,5469,9,6,Advanced,Pharmacy Staff,Drug,Prescription,Box,Warehouse - Shop Building Ground Floor,Morning,Thursday,False,Low,Old Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Warehouse
REC0401,2023-06-17,304,304,True,None,0,0.0,163,6,9,Intermediate,Team Leader,Medical Device,Diagnostic,Box,Shop Floor - Zone A,Evening,Friday,False,High,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor
REC0402,2023-12-04,92,92,True,None,0,0.0,102,2,4,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Tuesday,False,High,Current Model,True,Slow,Normal,Manual Count,Regular Stock Check,Warehouse
REC0403,2023-02-19,1250,1250,True,None,0,0.0,567,17,3,Intermediate,Warehouse Team,Drug,Controlled,Bottle,Storage Room - Drugs,Evening,Tuesday,False,High,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0404,2023-04-23,1,1,True,None,0,0.0,10,12,6,Advanced,Warehouse Team,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Afternoon,Friday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0405,2023-01-01,200,200,True,None,0,0.0,108,3,4,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone B,Morning,Saturday,False,High,Current Model,False,Maintenance Mode,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0406,2023-08-15,729,729,True,None,0,0.0,274,6,9,Intermediate,Team Leader,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Evening,Wednesday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0407,2023-06-10,23,23,True,None,0,0.0,14,5,14,Advanced,Pharmacy Staff,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Morning,Wednesday,False,High,Old Model,False,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0408,2023-09-05,88,88,True,None,0,0.0,18,5,14,Advanced,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Shop Floor - Zone A,Afternoon,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0409,2023-07-16,1886,1886,True,None,0,0.0,803,6,9,Intermediate,Team Leader,Drug,OTC,Bottle,Shop Floor - Zone B,Afternoon,Thursday,False,Medium,Current Model,True,Maintenance Mode,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0410,2023-08-06,6765,5669,False,Undercount,1096,16.201034737620105,2899,9,6,Advanced,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone B,Evening,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0411,2023-01-09,8,8,True,None,0,0.0,10,1,7,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Morning,Monday,False,High,Current Model,False,Normal,Strong,Scanner Count,Quarterly Stock-take,Warehouse
REC0412,2023-06-22,667,667,True,None,0,0.0,454,4,4,Intermediate,Warehouse Team,Drug,OTC,Box,Shop Floor - Zone A,Morning,Monday,False,High,Current Model,False,Slow,Weak,Scanner Count,Regular Stock Check,Shop Floor
REC0413,2023-11-16,7874,7874,True,None,0,0.0,3826,4,4,Intermediate,Warehouse Team,Drug,Prescription,Bottle,Storage Room - Drugs,Morning,Friday,False,Medium,Old Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0414,2023-03-21,25,25,True,None,0,0.0,17,18,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Shop Floor - Zone A,Evening,Tuesday,False,High,Current Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Shop Floor
REC0415,2023-11-30,18,18,True,None,0,0.0,15,11,2,Basic,Pharmacy Staff,Medical Device,Surgical,Blister Pack,Shop Floor - Zone C,Evening,Monday,True,High,Old Model,False,Maintenance Mode,Weak,Scanner Count,Regular Stock Check,Shop Floor
REC0416,2023-07-29,13,13,True,None,0,0.0,10,18,4,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Storage Room - Medical Devices,Afternoon,Saturday,True,High,Current Model,False,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0417,2023-11-13,4572,4572,True,None,0,0.0,2488,17,3,Intermediate,Warehouse Team,Drug,Refrigerated,Bottle,Storage Room - Drugs,Afternoon,Monday,False,Low,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0418,2023-01-30,5474,5929,False,Overcount,455,8.312020460358056,1869,9,6,Advanced,Pharmacy Staff,Drug,Controlled,Bottle,Storage Room - Drugs,Morning,Tuesday,True,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0419,2023-01-15,4165,4165,True,None,0,0.0,2271,8,7,Intermediate,Pharmacy Staff,Drug,OTC,Box,Storage Room - Drugs,Morning,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0420,2023-01-05,48,48,True,None,0,0.0,13,5,14,Advanced,Pharmacy Staff,Medical Device,Monitoring,Individual,Shop Floor - Zone A,Evening,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0421,2023-12-31,121,121,True,None,0,0.0,56,13,13,Basic,Team Leader,Medical Device,Surgical,Blister Pack,Shop Floor - Zone A,Afternoon,Thursday,True,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0422,2023-09-02,320,320,True,None,0,0.0,201,19,5,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Storage Room - Drugs,Afternoon,Friday,False,High,Current Model,True,Normal,Weak,Combined Method,Regular Stock Check,Storage
REC0423,2023-06-19,416,416,True,None,0,0.0,404,14,4,Basic,Pharmacy Staff,Medical Device,Diagnostic,Box,Storage Room - Medical Devices,Evening,Monday,False,High,New Model,False,Maintenance Mode,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0424,2023-02-17,1550,1550,True,None,0,0.0,757,5,14,Advanced,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Afternoon,Saturday,False,High,Current Model,True,Slow,Weak,Combined Method,Regular Stock Check,Storage
REC0425,2023-02-02,3358,3358,True,None,0,0.0,2387,4,4,Intermediate,Warehouse Team,Drug,Controlled,Box,Shop Floor - Zone A,Afternoon,Saturday,False,High,Old Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0426,2023-06-04,34,34,True,None,0,0.0,18,3,4,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Shop Floor - Zone A,Morning,Wednesday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Ad-hoc Check,Shop Floor
REC0427,2023-12-16,3124,2501,False,Undercount,623,19.94238156209987,1750,12,6,Advanced,Warehouse Team,Miscellaneous,Hygiene,Box,Shop Floor - Zone B,Afternoon,Friday,False,Low,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0428,2023-09-13,89,89,True,None,0,0.0,38,19,5,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone A,Afternoon,Thursday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0429,2023-08-08,16,15,False,Undercount,1,6.25,10,12,6,Advanced,Warehouse Team,Medical Device,Therapeutic,Blister Pack,Shop Floor - Zone B,Afternoon,Friday,False,Low,New Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0430,2023-01-31,378,378,True,None,0,0.0,178,13,13,Basic,Team Leader,Miscellaneous,Baby Care,Box,Warehouse - Shop Building Ground Floor,Morning,Wednesday,True,Medium,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0431,2023-11-03,1,1,True,None,0,0.0,10,19,5,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone A,Morning,Monday,False,High,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0432,2023-08-23,1080,1051,False,Undercount,29,2.685185185185185,1089,20,2,Basic,Pharmacy Staff,Medical Device,Monitoring,Box,Shop Floor - Zone A,Evening,Saturday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0433,2023-07-26,624,624,True,None,0,0.0,454,16,5,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Warehouse - Main Building 3rd Floor,Morning,Monday,True,High,New Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0434,2023-07-27,92,92,True,None,0,0.0,43,2,4,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Individual,Shop Floor - Zone A,Evening,Thursday,True,Medium,New Model,False,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor
REC0435,2023-06-07,19,19,True,None,0,0.0,18,3,4,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Tube,Shop Floor - Zone B,Morning,Friday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0436,2023-09-21,105,105,True,None,0,0.0,32,9,6,Advanced,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Morning,Sunday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0437,2023-10-03,10,10,True,None,0,0.0,10,13,13,Basic,Team Leader,Medical Device,Monitoring,Individual,Warehouse - Main Building 3rd Floor,Morning,Thursday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0438,2023-12-27,5405,5405,True,None,0,0.0,9703,20,2,Basic,Pharmacy Staff,Drug,OTC,Box,Shop Floor - Zone B,Evening,Friday,True,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0439,2023-07-11,150,150,True,None,0,0.0,122,18,4,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Box,Shop Floor - Zone A,Evening,Tuesday,False,High,Current Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Shop Floor
REC0440,2023-10-22,23,23,True,None,0,0.0,13,4,4,Intermediate,Warehouse Team,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Morning,Monday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0441,2023-09-23,2150,2150,True,None,0,0.0,3148,15,3,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone A,Morning,Friday,False,High,Current Model,True,Normal,Strong,Manual Count,Regular Stock Check,Shop Floor
REC0442,2023-12-10,598,598,True,None,0,0.0,460,3,4,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Box,Shop Floor - Zone A,Evening,Friday,False,High,Current Model,False,Slow,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0443,2023-04-20,26,22,False,Undercount,4,15.384615384615385,31,4,4,Intermediate,Warehouse Team,Medical Device,Monitoring,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Thursday,False,Medium,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Warehouse
REC0444,2023-01-05,1170,1170,True,None,0,0.0,249,5,14,Advanced,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Morning,Friday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor
REC0445,2023-11-03,50,47,False,Undercount,3,6.0,45,18,4,Intermediate,Pharmacy Staff,Miscellaneous,Baby Care,Tube,Shop Floor - Zone A,Evening,Monday,False,High,Current Model,True,Normal,Strong,Manual Count,Regular Stock Check,Shop Floor
REC0446,2023-12-15,92,92,True,None,0,0.0,87,1,7,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone A,Evening,Thursday,False,Medium,Current Model,False,Normal,Weak,Manual Count,Regular Stock Check,Shop Floor
