Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type,Product_ID,Special_Cause
REC0296,2023-10-29,3504,3504,True,None,0,0.0,2576.0,20,15,Advanced,Team Leader,Drug,Prescription,Box,Warehouse - Shop Building Ground Floor,Morning,Saturday,True,Low,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse,P0296,None
REC0297,2023-06-23,520,520,True,None,0,0.0,1040.0,12,4,Intermediate,Warehouse Team,Medical Device,Monitoring,Box,Shop Floor - Zone C,Morning,Friday,False,High,Current Model,False,Slow,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0297,None
REC0298,2023-01-12,97,97,True,None,0,0.0,63.0,15,3,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Individual,Shop Floor - Zone A,Morning,Tuesday,False,Medium,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor,P0298,None
REC0299,2023-04-18,55,55,True,None,0,0.0,16.0,6,10,Advanced,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Afternoon,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0299,None
REC0300,2023-08-19,1900,1711,False,Undercount,189,9.947368421052632,1210.0,1,4,Basic,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Morning,Friday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0300,None
REC0301,2023-07-08,900,900,True,None,0,0.0,375.0,5,8,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Afternoon,Thursday,False,High,Current Model,False,Slow,Weak,Scanner Count,Quarterly Stock-take,Storage,P0301,None
REC0302,2023-02-05,69,69,True,None,0,0.0,165.7705190402534,102,0,Basic,Pharmacy Staff,Drug,Controlled,Tube,Shop Floor - Zone A,Afternoon,Thursday,False,High,New Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0302,New Employee Training
REC0303,2023-02-07,352,352,True,None,0,0.0,322.0,17,2,Basic,Pharmacy Staff,Medical Device,Surgical,Box,Storage Room - Medical Devices,Morning,Friday,False,High,Current Model,False,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage,P0303,None
REC0304,2023-06-15,42,42,True,None,0,0.0,48.0,13,3,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone A,Afternoon,Monday,False,Low,Current Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Shop Floor,P0304,None
REC0305,2023-02-23,264,264,True,None,0,0.0,111.0,4,10,Basic,Warehouse Team,Drug,OTC,Blister Pack,Storage Room - Drugs,Morning,Thursday,False,High,New Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0305,None
REC0306,2023-07-13,680,680,True,None,0,0.0,1045.0,17,2,Basic,Pharmacy Staff,Drug,Controlled,Box,Shop Floor - Zone A,Afternoon,Tuesday,False,Medium,New Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0306,None
REC0307,2023-12-23,1900,1668,False,Undercount,232,12.210526315789473,1024.049345515894,203,0,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,High,Old Model,False,Normal,Weak,Combined Method,Regular Stock Check,Warehouse,P0307,Holiday Rush
REC0308,2023-10-30,2150,1933,False,Undercount,217,10.093023255813954,3079.0,1,4,Basic,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone A,Evening,Friday,True,Medium,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0308,None
REC0309,2023-01-08,198,198,True,None,0,0.0,258.0,4,10,Basic,Warehouse Team,Drug,Refrigerated,Tube,Shop Floor - Zone A,Morning,Friday,False,Low,Current Model,True,Maintenance Mode,Normal,Manual Count,Regular Stock Check,Shop Floor,P0309,None
REC0310,2023-02-28,7920,9079,False,Overcount,1159,14.633838383838386,3405.0,6,10,Advanced,Pharmacy Staff,Drug,Controlled,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Tuesday,True,Medium,Current Model,True,Normal,Weak,Combined Method,Regular Stock Check,Warehouse,P0310,None
REC0311,2023-08-23,720,720,True,None,0,0.0,576.0,10,6,Advanced,Warehouse Team,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Sunday,False,Low,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Warehouse,P0311,None
REC0312,2023-12-09,784,855,False,Overcount,71,9.056122448979592,1010.0,17,2,Basic,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone A,Evening,Wednesday,False,Medium,Old Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0312,None
REC0313,2023-06-01,462,462,True,None,0,0.0,286.0,3,3,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Storage Room - Drugs,Afternoon,Tuesday,False,Medium,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Storage,P0313,None
REC0314,2023-05-01,5535,5969,False,Overcount,434,7.8410117434507685,2943.0,19,6,Intermediate,Warehouse Team,Drug,OTC,Bottle,Storage Room - Drugs,Evening,Monday,False,High,Current Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Storage,P0314,None
REC0315,2023-05-07,3700,3700,True,None,0,0.0,1877.0,14,5,Basic,Pharmacy Staff,Drug,OTC,Bottle,Warehouse - Shop Building Ground Floor,Morning,Monday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0315,None
REC0316,2023-04-24,3332,3332,True,None,0,0.0,4405.0,2,4,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Box,Warehouse - Shop Building Ground Floor,Morning,Friday,False,Low,Current Model,True,Slow,Normal,Combined Method,Quarterly Stock-take,Warehouse,P0316,None
REC0317,2023-04-06,3588,3926,False,Overcount,338,9.420289855072465,4233.0,4,10,Basic,Warehouse Team,Drug,Controlled,Bottle,Shop Floor - Zone B,Morning,Monday,False,High,Old Model,True,Slow,Strong,Manual Count,Quarterly Stock-take,Shop Floor,P0317,None
REC0318,2023-01-27,660,660,True,None,0,0.0,558.0,1,4,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Friday,True,High,Current Model,False,Slow,Strong,Combined Method,Quarterly Stock-take,Warehouse,P0318,None
REC0319,2023-12-07,450,450,True,None,0,0.0,328.0,16,7,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Storage Room - Medical Devices,Evening,Wednesday,False,Medium,Current Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Storage,SP002,Similar Packaging Confusion
REC0320,2023-10-09,2057,2057,True,None,0,0.0,836.0,18,6,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Sunday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0320,None
REC0321,2023-02-27,1763,1763,True,None,0,0.0,1268.0,8,3,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Box,Warehouse - Main Building 3rd Floor,Afternoon,Wednesday,True,Medium,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0321,None
REC0322,2023-07-24,4872,4448,False,Undercount,424,8.70279146141215,3082.0,13,3,Basic,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone A,Evening,Friday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0322,None
REC0323,2023-05-22,1408,1408,True,None,0,0.0,518.0,10,6,Advanced,Warehouse Team,Drug,OTC,Blister Pack,Storage Room - Drugs,Evening,Wednesday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0323,None
REC0324,2023-10-06,29,29,True,None,0,0.0,10.0,6,10,Advanced,Pharmacy Staff,Miscellaneous,Baby Care,Individual,Warehouse - Shop Building Ground Floor,Afternoon,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0324,None
REC0325,2023-04-25,1089,1089,True,None,0,0.0,520.0,5,8,Intermediate,Warehouse Team,Drug,OTC,Bottle,Shop Floor - Zone A,Afternoon,Monday,True,Low,Old Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0325,None
REC0326,2023-12-07,676,634,False,Undercount,42,6.21301775147929,975.0,8,3,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone A,Morning,Tuesday,False,High,Current Model,True,Normal,Strong,Manual Count,Quarterly Stock-take,Shop Floor,P0326,None
REC0327,2023-02-17,8820,8820,True,None,0,0.0,9516.0,3,3,Intermediate,Warehouse Team,Drug,Refrigerated,Bottle,Warehouse - Shop Building Ground Floor,Evening,Friday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse,P0327,None
REC0328,2023-02-22,21,23,False,Overcount,2,9.523809523809524,10.0,10,6,Advanced,Warehouse Team,Drug,Prescription,Tube,Shop Floor - Zone B,Afternoon,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor,P0328,None
REC0329,2023-10-21,576,576,True,None,0,0.0,680.0,19,6,Intermediate,Warehouse Team,Medical Device,Diagnostic,Box,Storage Room - Medical Devices,Evening,Saturday,False,High,Old Model,True,Slow,Normal,Combined Method,Ad-hoc Check,Storage,P0329,None
REC0330,2023-09-16,136,136,True,None,0,0.0,69.0,9,7,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Storage Room - Drugs,Morning,Thursday,False,High,Current Model,False,Slow,Normal,Scanner Count,Quarterly Stock-take,Storage,P0330,None
REC0331,2023-04-06,184,184,True,None,0,0.0,237.0,1,4,Basic,Pharmacy Staff,Drug,Refrigerated,Tube,Shop Floor - Zone C,Afternoon,Tuesday,False,Low,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0331,None
REC0332,2023-02-03,895,895,True,None,0,0.0,537.0566101959405,102,0,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Afternoon,Friday,False,High,Current Model,False,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0332,New Employee Training
REC0333,2023-10-13,3649,3649,True,None,0,0.0,1726.0,10,6,Advanced,Warehouse Team,Drug,OTC,Box,Storage Room - Drugs,Evening,Tuesday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0333,None
REC0334,2023-04-25,212,212,True,None,0,0.0,129.0,17,2,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Thursday,True,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0334,None
REC0335,2023-07-14,4485,4485,True,None,0,0.0,2159.0,9,7,Intermediate,Warehouse Team,Miscellaneous,First Aid,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Monday,False,Low,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0335,None
REC0336,2023-02-24,250,214,False,Undercount,36,14.399999999999999,53.0,20,15,Advanced,Team Leader,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Tuesday,False,High,Current Model,False,Normal,Weak,Scanner Count,Quarterly Stock-take,Warehouse,P0336,None
REC0337,2023-01-03,3696,4010,False,Overcount,314,8.495670995670995,3876.0,16,7,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Storage Room - Drugs,Morning,Friday,False,Medium,Current Model,True,Normal,Strong,Manual Count,Regular Stock Check,Storage,SP003,Similar Packaging Confusion
REC0338,2023-07-17,920,920,True,None,0,0.0,798.0,8,3,Intermediate,Pharmacy Staff,Miscellaneous,Baby Care,Box,Shop Floor - Zone A,Evening,Tuesday,False,High,Current Model,True,Normal,Strong,Combined Method,Regular Stock Check,Shop Floor,P0338,None
REC0339,2023-10-01,4560,4560,True,None,0,0.0,6242.0,12,4,Intermediate,Warehouse Team,Miscellaneous,Hygiene,Box,Warehouse - Shop Building Ground Floor,Evening,Monday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse,P0339,None
REC0340,2023-02-17,3920,3623,False,Undercount,297,7.576530612244898,4423.0,16,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone C,Morning,Monday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0340,None
REC0341,2023-03-31,580,580,True,None,0,0.0,412.0,18,6,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Box,Warehouse - Main Building 3rd Floor,Morning,Monday,True,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0341,None
REC0342,2023-12-12,45,45,True,None,0,0.0,24.0,3,3,Intermediate,Warehouse Team,Medical Device,Therapeutic,Individual,Storage Room - Medical Devices,Afternoon,Wednesday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0342,None
REC0343,2023-09-06,67,67,True,None,0,0.0,32.0,16,7,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Individual,Shop Floor - Zone A,Morning,Saturday,False,Medium,Current Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0343,None
REC0344,2023-03-18,7560,7560,True,None,0,0.0,3114.0,5,8,Intermediate,Warehouse Team,Drug,OTC,Bottle,Storage Room - Drugs,Afternoon,Wednesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0344,None
REC0345,2023-03-30,350,353,False,Overcount,3,0.8571428571428572,282.0,15,3,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Box,Storage Room - Medical Devices,Afternoon,Thursday,True,High,Old Model,False,Normal,Strong,Scanner Count,Regular Stock Check,Storage,P0345,None
REC0346,2023-04-14,760,649,False,Undercount,111,14.605263157894738,738.0,1,4,Basic,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Evening,Friday,False,High,Current Model,True,Normal,Weak,Combined Method,Quarterly Stock-take,Storage,P0346,None
REC0347,2023-04-16,2046,2046,True,None,0,0.0,1847.0,5,8,Intermediate,Warehouse Team,Drug,Prescription,Blister Pack,Storage Room - Drugs,Afternoon,Saturday,False,High,Old Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Storage,P0347,None
REC0348,2023-05-12,16,16,True,None,0,0.0,12.0,17,2,Basic,Pharmacy Staff,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Evening,Sunday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Warehouse,P0348,None
REC0349,2023-06-10,19,19,True,None,0,0.0,10.0,11,15,Advanced,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone C,Morning,Tuesday,False,Medium,Current Model,False,Slow,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0349,None
REC0350,2023-02-28,1330,1330,True,None,0,0.0,597.0,3,3,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Thursday,True,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0350,None
REC0351,2023-03-26,2900,2900,True,None,0,0.0,1311.0,10,6,Advanced,Warehouse Team,Drug,Prescription,Box,Shop Floor - Zone C,Evening,Monday,True,Medium,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0351,None
REC0352,2023-08-21,4309,4112,False,Undercount,197,4.57182640983987,1905.0,9,7,Intermediate,Warehouse Team,Drug,Controlled,Bottle,Shop Floor - Zone B,Evening,Saturday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0352,None
REC0353,2023-09-18,61,56,False,Undercount,5,8.19672131147541,59.0,5,8,Intermediate,Warehouse Team,Miscellaneous,Supplements,Tube,Storage Room - Drugs,Afternoon,Friday,False,Low,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Storage,P0353,None
REC0354,2023-11-12,39,33,False,Undercount,6,15.384615384615385,39.0,16,7,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Tuesday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse,P0354,None
REC0355,2023-01-22,42,46,False,Overcount,4,9.523809523809524,58.0,13,3,Basic,Pharmacy Staff,Miscellaneous,Supplements,Tube,Shop Floor - Zone C,Evening,Tuesday,False,Low,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0355,None
REC0356,2023-07-28,27,23,False,Undercount,4,14.814814814814813,28.0,12,4,Intermediate,Warehouse Team,Miscellaneous,Baby Care,Individual,Shop Floor - Zone C,Morning,Monday,True,High,Old Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0356,None
REC0357,2023-04-15,5159,5159,True,None,0,0.0,2800.0,6,10,Advanced,Pharmacy Staff,Miscellaneous,Supplements,Bottle,Shop Floor - Zone A,Morning,Thursday,False,High,Old Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0357,None
REC0358,2023-12-08,1872,1872,True,None,0,0.0,2105.0,13,3,Basic,Pharmacy Staff,Medical Device,Diagnostic,Box,Shop Floor - Zone B,Afternoon,Monday,False,High,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0358,None
REC0359,2023-03-14,24,24,True,None,0,0.0,17.0,15,3,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone A,Morning,Tuesday,False,Medium,Current Model,False,Slow,Strong,Scanner Count,Regular Stock Check,Shop Floor,SP005,Similar Packaging Confusion
REC0360,2023-06-08,99,80,False,Undercount,19,19.19191919191919,51.0,16,7,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Tube,Shop Floor - Zone B,Morning,Wednesday,False,Low,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0360,None
REC0361,2023-01-28,12152,12152,True,None,0,0.0,9588.0,17,2,Basic,Pharmacy Staff,Drug,OTC,Bottle,Storage Room - Drugs,Morning,Friday,True,Medium,Current Model,False,Normal,Weak,Combined Method,Regular Stock Check,Storage,P0361,None
REC0362,2023-01-26,3213,3213,True,None,0,0.0,2642.0,17,2,Basic,Pharmacy Staff,Drug,Refrigerated,Box,Warehouse - Shop Building Ground Floor,Morning,Wednesday,True,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0362,None
REC0363,2023-02-09,11286,11286,True,None,0,0.0,4142.0,10,6,Advanced,Warehouse Team,Drug,Prescription,Bottle,Shop Floor - Zone C,Afternoon,Thursday,False,Low,Old Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0363,None
REC0364,2023-04-05,248,248,True,None,0,0.0,149.0,14,5,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Storage Room - Drugs,Afternoon,Thursday,False,Low,Old Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0364,None
REC0365,2023-01-21,22,22,True,None,0,0.0,12.0,15,3,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Evening,Tuesday,False,High,Old Model,False,Normal,Strong,Scanner Count,Regular Stock Check,Storage,P0365,None
REC0366,2023-02-14,32,32,True,None,0,0.0,23.0,6,10,Advanced,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone C,Morning,Tuesday,False,Low,Current Model,False,Normal,Normal,Manual Count,Ad-hoc Check,Shop Floor,P0366,None
REC0367,2023-10-10,1628,1628,True,None,0,0.0,2775.0,3,3,Intermediate,Warehouse Team,Medical Device,Therapeutic,Box,Shop Floor - Zone C,Evening,Saturday,False,High,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0367,None
REC0368,2023-04-28,140,140,True,None,0,0.0,118.0,18,6,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Afternoon,Thursday,True,High,New Model,True,Normal,Weak,Manual Count,Regular Stock Check,Storage,P0368,None
REC0369,2023-01-31,50,50,True,None,0,0.0,30.0,13,3,Basic,Pharmacy Staff,Miscellaneous,Supplements,Tube,Shop Floor - Zone B,Afternoon,Tuesday,True,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0369,None
REC0370,2023-08-16,350,350,True,None,0,0.0,140.0,4,10,Basic,Warehouse Team,Drug,OTC,Blister Pack,Storage Room - Drugs,Morning,Tuesday,False,High,Old Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Storage,P0370,None
REC0371,2023-07-14,522,522,True,None,0,0.0,417.0,9,7,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Morning,Monday,False,High,Current Model,False,Normal,Strong,Manual Count,Regular Stock Check,Shop Floor,P0371,None
REC0372,2023-02-28,3690,3690,True,None,0,0.0,2127.0,8,3,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Box,Storage Room - Drugs,Evening,Wednesday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0372,None
REC0373,2023-09-22,56,56,True,None,0,0.0,41.0,10,6,Advanced,Warehouse Team,Drug,Refrigerated,Blister Pack,Shop Floor - Zone B,Afternoon,Friday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0373,None
REC0374,2023-09-04,200,200,True,None,0,0.0,85.0,16,7,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone A,Morning,Saturday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0374,None
